text;label
Acompanhe sua muamba!!! Sem dificuldades, sem complicação!;__label__0
Muito bom!;__label__0
Já usava a versão web, agora com o app oficial ficou demaaaaaais. Parabéns!;__label__0
Uso o app antes mesmo dos correios disponibilizarem app próprio e ainda acho o melhor, mesmo que usem o mesmo método de atualização de código, o app do Muambator manda notificação antes do app oficial dos correios.;__label__0
Very Nice app;__label__0
Ele é horrível de feio comparado à versão do iOS, mas é ótimo.;__label__1
A tartaruga que representa o que pensamos dos entregadores estatais.;__label__0
Muito bom!;__label__0
Excelente aplicativo.;__label__0
O servico do muambator evoluiu muito do ano passado para ca e devo diser, mudou para melhor.;__label__0
funciona muito bem e te deixa sempre bem atualizado das suas compras.;__label__0
Awesome app, I barely believe that its free.;__label__0
Necessário para todo aparelho android;__label__0
Confie no Flecha!;__label__0
Ótimo aplicativo, para não precisar ficar entrando no site dos correios para ver rastreamento. Os status do rastreamento descrevem até melhor que o próprio site dos correios.;__label__0
Todo muambeiro tem que ter!;__label__0
Pô, sapinho legal ein!!! 😂😂😂😂 Melhor app de rastreamento.;__label__0
Otima app!;__label__0
Great!;__label__0
Podem baixar sem medo! O App é bastante simples, eficaz e intuitivo!;__label__0
Pessoal, fica a dica de um ótimo sistema para rastreamento de encomendas, nacionais e internacionais. Ótimo atualização online de status de entrega.;__label__0
O melhor do segmento. Sem dúvida alguma!;__label__0
Já testei vários apps do tipo e esse é muito intuitivo e com informações claras. Recomendo!;__label__0
Muito bom o app.;__label__0
Parabéns pela plataforma, não deixa nada a desejar, porém, na minha opinião, seria melhor se vocês utilizassem a localização do pacote no mapa apenas se o usuário clicasse em algum botão, acredito que iria economizar um tempão de carregamento pacote desejado.;__label__1
melhor app de rastreamento;__label__0
Just awesome! 🤩💥;__label__0
Muito bommm, atualiza super o status da emcomenda super rápido.;__label__0
Sem dúvida o melhor app de rastreio! Mas falta algumas transportadoras (como a Total Express) e rastrear o código de outros sites (como a Amazon, que dá um código de rastreio pro site deles).;__label__1
Excelente! App agradável visualmente e extremamente competente. Eu com certeza pagaria por uma versão sem anúncios.;__label__0
Aplicativo muito bom e bem preciso nas atualizações;__label__0
Ao clicar na notificação da encomenda o aplicativo para de responder.;__label__2
O aplicativo é muito bom. É uma pena que está dando erro o tempo todo. Gostaria de continuar usando.;__label__2
Bom dia. Tenho conta pro e acho otimo que podemos importar tudo e tal mas isso nao ajuda quando o cliente entra em contato porque temos que ficar copiando e colando o codigo do mesmo jeito que antes. Poderiam colocar um botao para compartilhar o rastreio com o cliente direto do aplicativo? Ia facilitar muitoooo mais. Vlw;__label__1
Ótimo app é site. Porém no meu quantum go Android 6.0, quando há movimentação no correios o app avisa que travou.;__label__2
App e site não estão funcionando....;__label__2
Devia tirar o botão de indicar amigos.;__label__1
Estou usando o contactless no meu cartão, o que é muito bom. Seria também muito interessante poder usar meu celular também para pagamentos.;__label__1
Nubank está de parabéns, muito satisfeito com a empresa, sempre fui bem atendido e com rapidez. Vale muito ter o cartão e participar da NuConta.;__label__0
Minha melhor experiência com contas bancárias. Obrigado NuBank por me darem autonomia sobre meu dinheiro e me ensinarem tudo sobre mercado financeiro. 😉👍🏽 #NuLover #SouNu;__label__0
Funcional... prático... atendimento sensacional...;__label__0
Além de muito intuitivo, design agradável e experiência de uso fantástica, a Nubank supera qualquer cartão de crédito do mundo. Nota 1000.;__label__0
Acho que a única coisa que falta é colocar uma senha pra acessar o aplicativo. Traria mais segurança.;__label__1
The best!!!;__label__0
Atendimento de primeira e todo o gerenciamento do cartão na palma da mão.;__label__0
Top;__label__0
Minha experiência de 1 mês tá sendo incrível. Por favor, se mantenham assim.;__label__0
App excelente, assim como ​o cartão.;__label__0
tirando alguns pequenos detalhes o app é perfeito!;__label__0
Excelente! Gosto muito do serviço! Somente sinto falta do programa de pontos.;__label__1
Ótimo aplicativo e excelente interface. Simples e objetivo.;__label__0
No Android poderia ter a opção de acessar usando digital :)  No iPhone ja tem;__label__1
Sensacional. Melhor serviço e app;__label__0
O melhor de todos;__label__0
Que os outros bancos aprendam como se faz um serviço simples, útil e com qualidade. Parabéns a todos que tornaram essa idéia uma realidade!;__label__0
sensacional;__label__0
Excelente aplicativo, prático e fácil de usar, muito intuitivo. Sua chegada foi a melhor coisa que aconteceu para se ter um cartão de crédito, porque depender de cartões dos bancos tradicionais é muita dor de cabeça pra tudo.;__label__0
very good;__label__0
com certeza e o melhor;__label__0
melhor banco;__label__0
Já precisei do atendimento algumas vezes e sempre foi top de linha, atendendo até altas horas da madruga. Sem falar que não tem anuidade e, de quebra, você ainda leva um gerenciador financeiro. Espero que a NuBank ofereça mais serviços desse nível! Obrigado.;__label__0
Ótimo;__label__0
Melhor uso da tecnologia a favor da economia e das finanças pessoais.;__label__0
Que tal vcs implementarem no aplicativo a função de notificações sonoras, eu acho importante isso é vcs o que acham? O App já é bom e vai ficar ainda melhor.;__label__1
Muito bom!;__label__0
Eu sinto que não é a minha intenção de fazer isso por causa de um problema que eu não sei o que é isso aí.;__label__0
Melhor cartão de crédito, sem anuidade e internacional!;__label__0
Tive outros cartões, mas nenhum se compara ao meu roxinho!!! É realmente uma nova experiencia com cartões!! E os atendentes!! As vezes ligo e coloco no viva voz so pra mostrar aos meus amigos como o atendimento é TOP!! Parabéns!! Continuem sempre assim!!;__label__0
Falta a opção de criar cartões adicionais para filhos e etc. Fora isso, o app está excelente.;__label__1
Atendimento otimo;__label__0
Ótimo cartão! Aplicativo fantástico! Falta autenticação por digital;__label__1
Best credit card out there and their app is simple and useful.;__label__0
Melhor cartão de crédito.;__label__0
Totalmente incrível!;__label__0
O app é muito fácil de usar.;__label__0
Muito mais eficiente que o Bradesco, que possui milhares de agências físicas e uma burocracia infinitas pra qualquer coisa. Quando tiver um programa de milhas será perfeito.;__label__1
Nota 10, sem qualquer reclamação e ótimo atendimento. Podem melhorar: login por digital, samsung pay, e ter a função débito.;__label__1
Top.;__label__0
Ótimo aplicativo, ótima administradora de cartões.;__label__0
Masterpiece, i love;__label__0
Modelo a ser seguido!!;__label__0
Super satisfeito!;__label__0
Simplesmente o melhor!;__label__0
Melhorbanco do mundo;__label__0
Interface fácil, simples e direta com um atendimento no chat muito rápido.;__label__0
Muito bom, bem Intuitivo, o design muito bem feito e fácil de usar.;__label__0
Muito bom esse cartão, é o melhor que eu já tive. O atendimento feito pelo aplicativo é rápido e eficaz. No início tinha pouco limite, mas agora estou com um limite razoável.;__label__0
Depois da última grande reformulação achei um pouco mais confuso de usar que antes. Mas mesmo assim pro controle das suas contas e uso do cartão é um app muito bem feito.;__label__0
O melhor app de cartão de crédito e de conta. O único defeito pra mim é o login. Por segurança eu clico em sair para as minhas informações não ficarem expostas. Para facilitar isso o app tem a opção de pedir a digital ou pattern do aparelho mas infelizmente não funciona no meu aparelho. Toda vez que tem uma atualização eu penso "agora vai funcionar". Mas nunca funciona. Por favor facilitem a minha vida.;__label__2
O banco do futuro, inteligente e desburocratizado!!;__label__0
E sem anuidade!;__label__0
O melhor cartão possível, app muito bom e útil, muito bom! Só meu limite q vcs não quiseram aumentar kkkkkkkkk recomendo!;__label__2
Ótimo App e cartão de crédito excelente.;__label__0
A dev team conseguiu desenvolver uma app dentro dos padrões UX e UI, slide menu e os gráficos recém adicionados foram a cereja do bolo.;__label__0
App que inovou e me fez cancelar cartao do meu banco fisico, otimo atendimento e servicos;__label__0
ótimo cartão!;__label__0
Ótimo, adoro o atendimento, é simplesmente maravilhoso *-*;__label__0
Excellent;__label__0
Melhor cartão e melhor app;__label__0
O aplicativo é ótimo, para ficar perfeito poderia usar impressão digital ao invés de senha, e ter uma opção para guardar e mostrar os dados do cartão de forma segura. E sobre o serviço em si, só falta a opção de débito automático em mais bancos. Mas mesmo assim leva 5 estrelas, porque está anos luz à frente dos outros bancos.;__label__1
Pessoal, vocês estão de parabéns, vocês merecem todo o sucesso que puderem e devem conquistar, a iniciativa de vocês é de extrema importância para o país e para seu povo, vocês são inovadores, arrojados e destemidos, estão dando de mil a zero nos concorrentes, meus parabéns. Continuem assim!;__label__0
Simplesmente o melhor serviço de cartões de crédito do Brasil! Além de não cobrar aquela taxa infeliz de anuidade a Nubank disponibiliza de forma super simples e rápida  um serviço completo de gestão do cartão através do aplicativo! Sem falar no atendimento TOP da central! Nota 1000 pra Nubank!!;__label__0
Incrível!;__label__0
The best brazilian credit card;__label__0
É o melhor cartão de crédito já feito e o motivo é a simplicidade junto com um serviço que foi muito bem bolado. Na primeira vez usando o chat para tirar dúvidas é fácil perceber como o clima do app é agradável. Gostaria de criar mais de 1 cartão virtual e controlar seu limite.;__label__0
Disparado o melhor atendimento, disparado melhor cartão, disparado o melhor aplicativo de cartão de crédito do brasil e o melhor sistema de pontos. #EusouNu;__label__0
Melhor cartão de crédito!;__label__0
Não só o app. Mas todo o serviço é excelente! Os NuBankers atendem super bem e se preocupam de verdade em resolver os nossos problema. Obrigada!;__label__2
Fácil, rápido e seguro. Parabéns;__label__0
Tem me sido muito muito útil. E quando precisei de ajuda foi supimpa;__label__0
Incrível experiência com cartão de crédito;__label__0
O aplicativo é simples e prático, dou ênfase ao trabalho feito no Nubank rewards, muito bem feito e sem informações escondidas!;__label__0
Excelente. Mostra todos os lançamentos, notifica compras novas e detalha toda a fatura. Realmente um app e serviço inovador.;__label__0
Gostaria de participar do novo programa de fidelidade Nubank. Atualmente uso muito mais meu Itaucard por conta do programa de milhas. Preferiria ganhar pontos no Nubank ao inves do Itau.;__label__0
:);__label__0
No meu celular o são quando abre a câmera para tirar fotos dos documentos, o app trava. O mesmo estava com a permissão de usar a câmera concedida quando travou.;__label__2
Inovação é tudo!;__label__0
Paguei uma fatura atrasada para liberar minha conta, boleto gerado pelo app. Porém quando compensou o pagamento, eles disseram que já tinha gerado juros, e não desbloqueou meu cartão. Entrem em contato pelo chat, que em problemas simples sempre foram muito simpáticos, desta vez finalizaram o chat antes mesmo de sanar todas minhas dúvidas. Atendente Elenildo.;__label__2
The best one;__label__0
The best!;__label__0
Excelente!;__label__0
Só amo <3;__label__0
Muito bom, agora so falta que seja possivel realizar investimentos renda fixa e variavel via app;__label__1
great;__label__0
Perfecto;__label__0
Simplesmente, O MELHOR!!!;__label__0
Feedback instantâneo de cada operação realizada no cartão. Bloqueio do cartão ou alteração de limite direto pelo app, sem precisar ligar para ninguém. Suporte direto pelo chat dentro do app. Enfim, isto sim é um cartão de crédito moderno!;__label__0
ok;__label__0
Estou usando o cartão e adorando. Faltava no Brasil praticidade nos serviços financeiros.;__label__0
Melhor cartão de crédito que eu já tive em toda a minha vida, recomendo 100%;__label__0
Tanto funcionalidades quanto atendimento são excelentes!;__label__0
muito bom aplicativo de serviços e seu atendimento;__label__0
Amazing;__label__0
Top;__label__0
O app não funciona após as últimas atualizações.;__label__0
Melhor banco da vida!;__label__0
Good;__label__0
Excelente opção de bons negócios;__label__0
App excelente para venda. Super fácil de usar e rápido para conseguir vender.;__label__0
Otimo app recomendo????;__label__0
Like it;__label__0
A descrição do what\s new é muito sincera.;__label__0
App muito bom para desapegar.;__label__0
It\s cool try it;__label__0
good app;__label__0
Essencial para vender rápido.;__label__0
Best app to sell anything with no costs...;__label__0
Simples rápido e eficiente;__label__0
Bom para achar e vender coisas baratas;__label__0
Very good;__label__0
Melhor meio para vender e comprar qualquer coisa! #tamojunto;__label__0
Cool;__label__0
Ótimo app;__label__0
App muito eficiente!;__label__0
Já vendi! kkkkk postou, vendeu!;__label__0
Muito bom.;__label__0
good;__label__0
App funciona muito bem, e notifica das perguntas. Não tenho nada a reclamar;__label__0
Recomendo a todos;__label__0
Nunca tive o que reclamar do site ou do app tudo funciona de boa.... Vendi quase tudo que eu precisava tks olx;__label__0
Good;__label__0
O App é muito bom. A única coisa que deve melhor é o chat. Nunca sei quando alguém me comunica. Já perdi algumas vendas por isso.;__label__2
Frankdeboespeltdebal;__label__0
App limpo, prático, com mesmos recursos web. Seria interessante verificação de 2 fatores para maior segurança.;__label__1
Muito efficient.;__label__0
muito bom;__label__0
I sold the product in one week. It really works!;__label__0
You;__label__0
The best app for you to sell your porkeras;__label__0
App muito prático;__label__0
Good enough;__label__0
Vendi o ar um 30 minutos;__label__0
Muito bom! Sensacional agora com chat..  Ficou muuuuuuuuuito melhor!!!;__label__0
melhor app <3;__label__0
Aplicativo e plataforma cada vez mais popular, atraindo cada vez mais usuários e aumentando, portanto, oferta de produtos. Fato de permitir anúncios totalmente gratuitos é um baita diferencial da plataforma.;__label__0
Good;__label__0
muito bom;__label__0
Muito bom!!;__label__0
Fantástico. E com ótimas descrições de atualizações hahahaha;__label__0
By;__label__0
Excelente aplicativo, com muita prudência e praticando medidas fe segurança, com certeza você fechará grandes negócios através da OLX.;__label__0
Very good!;__label__0
We olx please love to me;__label__0
adorei, nao achei que funcionava essas coisa de vende pela internet mas funciona hahahah;__label__0
Very very very good;__label__0
top, vende rápido anunciando aqui!!!;__label__0
Fácil acesso, e o melhor tudo que procura e vende na ponta dos dedos.;__label__0
Atende o propósito muito bem;__label__0
Melhor iniciativa em apps de vendas;__label__0
Muito bom;__label__0
Amazing! It works!;__label__0
Solid;__label__0
Nice;__label__0
Salman;__label__0
Fácil de vender!;__label__0
los;__label__0
O aplicativo é bom e ajuda bastante a se livrar do que a gente não precisa. Só não acho legal o fato de não poder renovar os anúncios sem pagar.;__label__2
God for sale;__label__0
Very nice apk.;__label__0
Prático;__label__0
Buy;__label__0
Fast for sell. Enjoy now;__label__0
muito bom;__label__0
It is an excellent tool for buy or sell.;__label__0
Muito Bom !!! Funciona mesmo .;__label__0
É um ótimo aplicativo. Recomendo.;__label__0
Só baixei pra ver os anúncios de espelho;__label__0
d+;__label__0
Loved;__label__0
Seria bom se o chat fosse igual o WhatsApp, poder ver se o comprador ou o vendedor visualizou a mensagem seria útil.;__label__1
Vendi meu apartamento graças ao bom negócio;__label__0
Funciona perfeitamente.;__label__0
Sempre gostei muito do app e da proposta do Olx...porém fico decepcionado \ncom os famosos "tags" que permitem colocar nos anúncios, o que faz ficar \ndifícil algumas buscas...sugiro sempre atentarem pra isso... Também tenho \nvisto vários anúncios repetidos..das mesmas pessoas/empresas....o que não \nagrega em nada...apenas polui. Mas gosto muito, sempre compro ou vendo \ncoisas aqui... São.apenas sugestões que acredito q faria ser ainda melhor...;__label__2
Top. Vendi tudo por aqui.;__label__0
Excepcional, app muito simples e extremamente útil.;__label__0
excelente app;__label__0
I.  Love this very much;__label__0
nice app;__label__0
Great;__label__0
App funcional e muito util;__label__0
excelente para vender itens que não queremos mais;__label__0
Matour;__label__0
great;__label__0
Excellent;__label__0
👍;__label__0
Super complete and very fast;__label__0
muito eficiente;__label__0
É um ótimo app para vendas e compras.;__label__0
Legal;__label__0
mt bom mas tem que ter cuudado com as negociacoes;__label__0
Prático!;__label__0
Well done;__label__0
Apesar de se pagar anúncio tudo funciona;__label__2
B aplicativo;__label__0
o apps é demais, só acho que deveria ter uma forma para cancelar o anúncio antes mesmo de ele ser validado para equipe olx.;__label__1
Esse serviço é fundamental para as pessoas conseguirem desapegar das coisas antigas. Valeu!!!😃;__label__0
Excelente aplicativo! É possível controlar todas compras feitas no Ourocard, seja débito ou crédito num só lugar, numa linha do tempo simples. Agendamento e Cancelamento de pagamento de fatura fácil através do aplicativo. É possível bloquear e reemitir o cartão em segundos através do aplicativo. Funcionalidades NFC ainda não tive oportunidade de testar. Criação de e-cards ilimitados e totalmente configuráveis é excelente. Algumas sugestões, entretanto: na linha do tempo, ter as compras em crédito e débito junto é um pouco confuso. Se existisse uma distinção de tipo de compra sem ter que entrar na compra em si seria perfeito. Outra sugestão que seria perfeito seria emitir notificações no android para cada compra no débito e crédito usando o ourocard, com o nome do estabelecimento e valor, semelhante às notificações de novas mensagens. Com isso, seria o aplicativo perfeito.;__label__0
Bastante completo e funcional.;__label__0
Facilitou o acompanhamento de gastos e pagamento.;__label__0
Muito bom;__label__0
Muito bom. Principalmente o gerenciamento do ourocard e;__label__0
Perfeito. Dá pra ver todos os gastos, controlar tudo! Se pagar a fatura \npelo app, a liberação de crédito é automática! Estão de parabéns!!!;__label__0
App muito bom, poderia ser melhor, ter mais recursos e atualizar o valor da fatura aberta de forma mais eficiente, mas mesmo assim, o app é muito bom. Update: Os valores das parcelas estão aparecendo corretamente nas faturas dos próximos meses, embora na atual/aberta eles ainda demoram para dar as caras (aparecem no dia do mês em que a compra foi feita?) De qualquer forma, merece as cinco estrelas, já que o app é util, simples e funciona bem.;__label__1
Top.;__label__0
Achei ótima a usabilidade da aplicação e a funcionalidade. Me salvou em um fim de semana em que tinha esquecido a carteira longe de casa! Muitos comerciantes ainda não conhecem a tecnologia, mas é muito simples de usar, todo gostaram depois que mostrei como fazer. Na maquina da Cielo basta clicar no primeiro ícone, selecionar crédito ou debito e digitar o valor. A máquina pede para aproximar o celular (já com o app Ourocard-e aberto), e pronto! Se for abaixo de 50 reais nem precisa a senha do cartão. Ótimo!;__label__0
Está melhor do que nunca.;__label__0
Ótimo aplicativo para gerenciar os cartões do Banco do Brasil. Aprecio muito a possibilidade de gerar cartões virtuais.;__label__0
Retificando monha nota para 5 estrelas. O problema com custom rom indicando root indevidamente foi corrigido! Parabéns Banco do Brasil!;__label__2
Isso sim eh sair na frente! Parabens BB !!!;__label__0
Funciona perfeitamente, faço pagamentos sem usar o cartão, apenas com o smartphone através de NFC. É muito rápido e seguro;__label__0
Após as alterações, o app está funcionando normalmente.;__label__0
Parabéns pela equipe de desenvolvimento! Os erros de NFC, e Google Pay foram resolvidos!;__label__0
Great,;__label__0
Prático e simples.;__label__0
Great app!;__label__0
Wonderful!;__label__0
Devo admitir que o Banco do Brasil mandou bem nessa nova atualização do app ourocard, gostei bastante da nova interface e leveza do mesmo. se apenas deixarem os ícones e palavras maiores e mais destacados ficaria melhor ainda, pois tenho que forçar um pouco para enxergar.;__label__1
Adoro esse aplicativo. Com ele fica muito fácil acompanhar o cartão de crédito. Ele permite até pesquisar gastos por palavra-chave. Seria lindo se fosse possível exportar as faturas como arquivo csv.;__label__1
Voltou a funcionar tudo ok. Tive que desinstalar e liberar o acesso novamente no caixa eletrônico.;__label__2
Excelent;__label__0
Aplicativo funcionando bem agora.;__label__0
Muito bom;__label__0
Problema de comunicação solucionado após último update. Obrigado;__label__2
Já vou pedir o cancelamento do cartão do Nubank que pedi há pouco mais de 1 mês. O aplicativo Ourocard contempla tudo que o Nubank tem no seu  aplicativo, que era seu principal diferencial até agora. Obrigado equipe do BB! Ótimo trabalho nesta última atualização!;__label__0
Muito bom! Melhor app de cartão.;__label__0
Pensei que tinham retirado o login por biometria, mas apenas estava desativado.;__label__1
O aplicativo evoluiu positivamente ao longo do tempo. A opção de utilizar o Cartão Elo pelo Google Pay era a funcionalidade mais esperada.;__label__0
O app atualizou e voltou a funcionar normalmente e verificar os cartões para o Samsung Pay.;__label__0
Very useful! Great!;__label__0
Excelente App!!! Melhor do mercado. Cartão ourocard-e é incrível.;__label__0
Um app legal e prático que facilita muito a vida!;__label__0
Aplicativo excelente. Funciona perfeitamente!;__label__0
O aplicativo é ótimo, fácil de usar e completo.;__label__0
Oq faco? Nao estou conseguindo entra no app pra usar meu cartao saraiva ta me pedindo uma senha q ja "ta cadastrada" mas nao cadastrei nada;__label__2
Muito bom!;__label__0
Certinho o qto pagar. 👌;__label__0
Nova versão ficou ótima, com possibilidade de bloqueio do cartão e visualização fácil das compras e faturas. Banco do Brasil mais uma vez inovando.;__label__0
O App atende muito bem minhas necessidades e é bem fácil de utilizar.;__label__0
Agora funciona no Android P.;__label__0
Tudo funcionando agora;__label__0
Best credit card companion ever.;__label__0
Muito útil o App.;__label__0
Informação prática e simples.;__label__0
Practical.;__label__0
Melhor app... Gero os cartões virtuais e controlo meus gastos online... Excelente BB. Gosto muito.;__label__0
Funcionando perfeitamente. Uso sempre que vejo que a máquina do lojista  aceita NFC.;__label__0
Antigamente realizava pagamentos com NFC tranquilamente, de uns tempos pra cá não funciona mais. Atualização: Reinstalei e piorou: deu "ERRO NO LUKS DO CARTÃO." Desenvolvedores não respondem email.;__label__2
O aplicativo é ótimo. Funciona super bem, e integra com Google Pay perfeitamente.;__label__0
A versão disponível em agosto de 2019 está muito boa, inclusive com integração ao Google Pay. Vários bugs resolvidos. Parabéns!;__label__2
Falta informar na timeline se a compra foi a crédito ou a débito e aparecer a compra na fatura aberta também de forma online.;__label__1
Funcionou - estou usando com Android 10 e adorando, obrigado!;__label__0
App completa e amigável.;__label__0
Otimo!! Tudo funcionando normal na nova versão.;__label__0
TOP;__label__0
Após atualização está funcionando perfeitamente. Excelente app, muito útil!;__label__0
Excelente app;__label__0
Excelent;__label__0
boa funcionalidade;__label__0
Essa nova versao está bem melhor;__label__0
Excelente;__label__0
muito boa a nova versão;__label__0
nice;__label__0
É ok;__label__0
Após a atualização ficou realmente moderno e funcional! Excelente;__label__0
Top;__label__0
Melhorou, bugs corrigidos, bom App pra acompanhar seus gastos e andamento das faturas do cartão, recomendo;__label__2
Aplicativo tão bom quanto o do próprio banco. Funciona legal pra mim. Continuem assim.;__label__0
Excelente aplicativo!!!;__label__0
Excellent;__label__0
Good;__label__0
prático;__label__0
Maneira mais fácil e rápida de criar cartão virtual (Ourocard-e) e conferir o valor do último gasto dos cartões;__label__0
excellent;__label__0
Very good;__label__0
Bugs corrigidos na 4.0.24 (não estava conseguindo atualizar os limites dos cartões virtuais). Sugestão: na timeline poder indicar o tipo de gasto (está quase tudo com ?);__label__2
Como não fui avisado desse aplicativo?;__label__2
App ótimo, só está faltando uma opção para acessar a fatura em pdf;__label__1
Falta notificar após uma compra. Falta organizar as compras dos dependentes do titular...;__label__1
Ficaria ainda melhor se tivesse um campo para o cliente marcar quando \nconferido e concordado com o lançamento. Assim a conferência dos valores \nlançados poderia ser feita durante o mês ao invés de só após o recebimento \nda fatura.;__label__1
Tive uns problemas pra entrar no app com o cartão petrobrás, mas agora eu consegui e deu tudo certo.;__label__2
Está me mandando diversos push dizendo que SMS não foi validado depois da Update, apesar de não aparecer opção de validar via SMS;__label__2
Mudei de celular agora não funciona mais.  Atenção. Ocorreu uma falha inesperada ao processar sua solicitação. Tente novamente mais tarde...;__label__2
O programa é bom. Mas às vezes dá umas zica e não atualiza compras ou os \nvalores. Mas é problema pouco e deve ser aquele dia q o app é a central tão \ndiscutindo relação, sabe... depois de um tempo resolve de sozinho;__label__2
Ainda existe a função de pagamento por NFC? Meu smartphone é compatível, quando tentei pagar por NFC recebi uma mensagem dizendo que eu devia selecionar o cartão. Eu estava com o app aberto e logado. Só tenho um cartão e não encontrei nenhuma configuração sobre NFC ou escolha de cartão...;__label__2
Ótimo app. Necessita de algumas melhorias, mas atende as funcionalidades propostas.;__label__0
Após a atualização do app ele funcionou \\o/;__label__0
O BB inovando e saindo na frente em tecnologia. O app traz vários recursos dos cartões, facilitando o dia a dia do usuário. PS. Quanto a não permissão de aparelhos com Root, assino em baixo, segurança tem que andar junto à praticidade. Parabéns.;__label__0
Depois da atualização ficou melhor ✌;__label__0
Aplicativo muito bom. Mas poderia melhorar na parte de adiantamento de \nparcela. Eu por exemplo tive a infelicidade de não usar corretamente e \nadiantar todas as parcelas ao invés de somente algumas (opção que não \nexiste inclusive, fica a sugestão), ou seja minha fatura veio muito alta .;__label__1
O app é funcional, mas seria melhor ainda se houvesse uma opção para demonstrar como operar a máquina de cartão e se houvesse integração com as configurações de "Tap & Pay" da Motorola.;__label__1
Não tem sido possível utilizar a biometria;__label__2
Dando "cartao invalido" na maquina da Cielo, a da versao nova...;__label__2
Ótima experiência com o novo App Ourocard. Apenas sumiu a parte em que dava pra ver o limite disponível nos cartões empresariais, o que era possível ser feito em versões anteriores. Na atual só aparece o limite do cartão pessoa física, apesar de ser listado o cartão PJ, este não é passível de consulta aos limites nem aos extratos.;__label__2
Fiquei impressionado com a qualidade do app, se tratando do banco do brasil. Ainda tem muito a melhorar mas está no caminho certo. Seria legal ter atendimento por Chat, gerar boletos e mostrar as faturas (da erro ao abrir a fatura);__label__2
Adorei a iniciativa, mas não consegui usar pois ainda não encontrei um lojista/atendente que saiba onde ir no menu da máquina da Cielo pra realizar este tipo de pagamento. Como descubro os passos pra ensinar a eles?;__label__2
Bom, mas precisa melhorar. Agora o problema está na criação do Ourocard-e. Não é possível, durante a criação, informar o limite e o valor máximo por compra. Ao tentar incluir, o valor fica zerado. Agradeço se puderem verificar.;__label__2
Muito bom, completo!;__label__0
Muito bom...;__label__0
Very good;__label__0
Que delicia de app cara;__label__0
Serve para ver bem a fatura;__label__0
Very until! Then allocation help me more.;__label__0
Esse app é otimo.;__label__0
Muito bom o aplicativo!!;__label__0
Essa nova atualização melhorou muito!!!;__label__0
ótimo! ajuda muito e amei a opção de desbloquear pela digital !!;__label__0
Muito útil e facilita demais a vida! Aguardo o dia em que a C&A vai fazer um aplicativo tão funcional quanto esse.;__label__1
Beautiful;__label__0
Adoreiii o aplicativo !!! Fácil, simples e bonito, e melhor de tudo tem tudo que eu preciso saber !!!;__label__0
Riachuelo parabéns pelo app do cartão. Só um detalhe no campo de validade do cartão, deixar de formar explicita que é apenas o ano. Pois isso só fica claro quando eu clico.;__label__2
Muito bom!;__label__0
Excelente!;__label__0
Bem interativo e simples. Recomendo;__label__0
100% Apenas porque da para desbloquear com a digital!;__label__0
Gostei do dinamicismo do aplicativo, podemos acompanhar os nossos gastos e saber até aonde podemos gastar!;__label__0
Just perfect!;__label__0
otima;__label__0
awesome;__label__0
Seria bacana adicionar uma sinalização no campo CPF quando este receber um valor inválido e a funcionalidade de geração de fatura.;__label__1
Excelente trabalho, parabéns a todos.;__label__0
App fantástico..muito fácil e ágil;__label__0
Super bem desenhado e fácil de usar;__label__0
Easy and Quick to use;__label__0
Ficou top!!!;__label__0
muito bom;__label__0
TOP;__label__0
parabéns melhor app financeiro do mercado, as grandes bandeiras não oferecem estes serviços dessa forma!;__label__0
Useful.;__label__0
Tava na hora,  muito obrigado.;__label__0
bom;__label__0
Muito bom!!!!!! Recomendo;__label__0
muito top a resolução de problemas e o pessoal do suporte é super atencioso;__label__2
ver cooll!;__label__0
Aos poucos vejo este app melhorando, ganhando assim mais praticidade. Login \ncom digital agora!;__label__0
ok;__label__0
veru good;__label__0
App bastante funcional, um dos melhores no segmento. Gostaria apenas que houvesse uma maneira de visualizar a percentagem de desconto em caso de adiantamento de parcela (empréstimo/saque fácil). No mais, parabéns!;__label__1
So far usage has been great;__label__0
parabéns! o App ta incrivel e super completo;__label__0
no momento tou amando esse app 😘🤩;__label__0
muito útil. gostei muito.;__label__0
ótimo app;__label__0
Great App;__label__0
otimo;__label__0
Funciona para mim muito bem, é bonito e muito funcional nas características mais básicas e auxilia bem nas tarefas mensais.;__label__0
muito útil pra se ter controle do cartão de credito! mil vezes melhor doq o da C&** kkkk;__label__0
É normal, mas poderia ser melhor, comparado com outros app de mesmo porte.;__label__0
bom aplicativo, as vezes trava mas tem uma boa interface;__label__2
Good!;__label__0
Poderiam incrementar a opção de pagamento adiantado Por várias vezes eu recebo um valor e já gostaria de adiantar;__label__1
Tá melhorando;__label__0
Paguei a mensalidade de dezembro 10 dias antes, porém o app ñ reconhece o pagamento. Liguei na central e o pg foi dado baixa mas no app ainda consta sem a baixa 😐;__label__2
usual;__label__0
aplicativo ainda está meio travado, demora muito para carregar alguma página;__label__2
o apo é bom, porém não concordo com a política de parcelamento e juros da empresa. cancelarei o cartão :);__label__2
O aplicativo sempre foi ok para mim, mas agora fica pedindo para eu aceitar os novos termos e fazer a selfie, porém nunca aceita nenhuma selfie tirada. Agora toda vez que eu acesso ao aplicativo eu preciso tentar tirar as selfies para poder ver minha fatura, consertem isso por favor;__label__2
legal !!;__label__0
bom;__label__0
